week,week_start,week_end,week_id,P_t,E_P_t,H1t,H2t,H1t_norm,H2t_norm,H3t,H3t_formula_reference,WeekPositive,WeekNeutral,WeekNegative,NewsCount,close,return,H3t_lag3,fitted_return,residual
2015-01-28,2015-01-22,2015-01-28,290,0.7421383647798742,0.720174436269899,0.021963928509975195,0.5157232704402516,0.22257815890639546,0.42484143529336327,0.12801773441164813,0.24908725719987135,354,136,123,613,3525.32,-0.00663871418588402,0.024075035261849512,0.016739598481401493,-0.023378312667285513
2015-02-04,2015-01-29,2015-02-04,291,0.6977225672877847,0.7313816732047779,-0.03365910591699317,0.6045548654244306,0.34109480105242623,0.6747420777985723,0.1109437862640215,0.19321653878696443,337,152,146,635,3401.77,-0.03504646386710997,0.1610152841868037,0.0103936802064379,-0.045440144073547864
2015-02-11,2015-02-05,2015-02-11,292,0.7219626168224299,0.7280459215841011,-0.006083304761671182,0.5560747663551402,0.061647021538261675,0.5383580816732119,0.028458849282055946,0.23421815592062917,309,141,119,569,3434.12,0.009509755215667104,0.08759660011886915,0.013795959467707616,-0.004286204252040512
2015-02-25,2015-02-12,2015-02-25,293,0.7676240208877284,0.7236407424563752,0.04398327843135319,0.46475195822454307,0.44571794756442784,0.28144916957633137,0.3202710013571528,0.19843488279463203,294,131,89,514,3478.73,0.012990227481858518,0.12801773441164813,0.011922812479754677,0.0010674150021038418
2015-03-04,2015-02-26,2015-03-04,294,0.7892271662763466,0.7323618924444543,0.05686527383189233,0.4215456674473068,0.5762615713059847,0.15990142716079522,0.4841165236362353,0.12384586720218616,337,139,90,566,3530.82,0.014973855401252845,0.1109437862640215,0.012714032595289755,0.0022598228059630895
2015-03-11,2015-03-05,2015-03-11,295,0.7089552238805971,0.7441340928185725,-0.035178868937975394,0.582089552238806,0.35649578248571656,0.6115427600314174,0.13848336772484163,0.17010718498492933,285,132,117,534,3524.65,-0.001747469426365611,0.028458849282055946,0.01653644910988169,-0.0182839185362473
2015-03-18,2015-03-12,2015-03-18,296,0.7193396226415094,0.7469422569667755,-0.027602634325266107,0.5613207547169812,0.27971970161412363,0.5531160724807888,0.1250022388618214,0.17645287615868285,305,161,119,585,3846.06,0.09118919609039189,0.3202710013571528,0.003013645673730192,0.0881755504166617
2015-03-25,2015-03-19,2015-03-25,297,0.7607223476297968,0.7462865084215454,0.014435839208251422,0.4785553047404063,0.1462899732068463,0.3202806817612765,0.09943612085331871,0.174780619389935,337,143,106,586,3940.41,0.024531598571005064,0.4841165236362353,-0.004579084018703668,0.029110682589708732
2015-04-01,2015-03-26,2015-04-01,298,0.7475538160469667,0.7445610901070625,0.002992725939904184,0.5048923679060666,0.03032769977887883,0.3943719891161763,0.018367304491764165,0.19087728863571307,382,171,129,682,4123.9,0.04656622026641899,0.13848336772484163,0.011437826843883236,0.03512839342253575
2015-04-09,2015-04-02,2015-04-09,299,0.7925,0.7341427525497175,0.05835724745028248,0.41500000000000004,0.591380940364547,0.14148718500969204,0.5077081158439827,0.11072212411443189,317,114,83,514,4262.14,0.03352166638376319,0.1250022388618214,0.012062552902807389,0.021459113480955805
2015-04-16,2015-04-10,2015-04-16,300,0.7121212121212122,0.7550289465795683,-0.04290773445835616,0.5757575757575757,0.4348185951455823,0.593729672342638,0.17665389312130958,0.14040662108003316,329,116,133,578,4513.55,0.058986800058186795,0.09943612085331871,0.01324730681382842,0.04573949324435837
2015-04-23,2015-04-17,2015-04-23,301,0.750561797752809,0.7532243439494939,-0.002662546196684934,0.498876404494382,0.026981722791176003,0.3774479079698727,0.016797527970223585,0.17117519049235028,334,125,111,570,4740.89,0.050368335345792214,0.018367304491764165,0.017004099190921204,0.03336423615487101
2015-04-30,2015-04-24,2015-04-30,302,0.7383863080684596,0.7506842064802469,-0.0122978984117873,0.5232273838630808,0.12462449901302257,0.44595197334157655,0.06904795775145979,0.17907095689624963,302,167,107,576,4749.89,0.001898377730763734,0.5077081158439827,-0.005672336859281438,0.007570714590045172
2015-05-08,2015-05-04,2015-05-08,303,0.7046511627906977,0.7483923294856203,-0.04374116669492256,0.5906976744186047,0.4432644345455758,0.6357590905372262,0.16145504077138267,0.1474885284037751,303,156,127,586,4558.4,-0.040314617812202136,0.17665389312130958,0.00966897483302445,-0.04998359264522659
2015-05-15,2015-05-11,2015-05-15,304,0.6781857451403888,0.7264301201832946,-0.048244375042905796,0.6436285097192225,0.4888990678403803,0.7846638777620599,0.1052776294344911,0.16297804415841124,314,131,149,594,4617.47,0.012958494208494375,0.016797527970223585,0.01707684386309653,-0.004118349654602154
2015-05-22,2015-05-18,2015-05-22,305,0.6869158878504673,0.7179462534380887,-0.0310303655876214,0.6261682242990654,0.3144556603136085,0.7355446815391541,0.08315947179005093,0.2210545446275936,294,117,134,545,4951.33,0.07230366412775813,0.06904795775145979,0.014655518067163743,0.05764814606059439
2015-05-29,2015-05-25,2015-05-29,306,0.7064439140811456,0.7020347759625034,0.004409138118642186,0.5871121718377088,0.04468134397567725,0.6256723708421724,0.01672546155800065,0.3076063400341558,296,149,123,568,4840.83,-0.022317235974980476,0.16145504077138267,0.010373301542250246,-0.03269053751723072
2015-06-05,2015-06-01,2015-06-05,307,0.6718403547671841,0.6940491774656747,-0.02220882269849067,0.6563192904656319,0.225059868750875,0.8203655249404684,0.0404285113800305,0.285571227774999,303,133,148,584,5230.55,0.08050685522937195,0.1052776294344911,0.01297660673587739,0.06753024849349457
2015-06-12,2015-06-08,2015-06-12,308,0.6942800788954635,0.6858464754597964,0.008433603435667125,0.611439842209073,0.08546448895992878,0.6941108634476649,0.026142658733839187,0.3563172236412076,352,180,155,687,5335.12,0.01999216143617777,0.08315947179005093,0.014001579466000719,0.00599058197017705
2015-06-19,2015-06-15,2015-06-19,309,0.671957671957672,0.6898700588985651,-0.017912386940893144,0.656084656084656,0.18152062847555953,0.8197054525577749,0.03272717956242928,0.3043330186389005,254,134,124,512,4637.05,-0.13084429216212567,0.01672546155800065,0.017080183477022507,-0.14792447563914818
2015-06-29,2015-06-23,2015-06-29,310,0.7848101265822784,0.6861305049253662,0.09867962165691224,0.430379746835443,1.0,0.18475341946635315,0.8152465805336468,0.18475341946635315,310,147,85,542,4191.55,-0.09607401257264858,0.0404285113800305,0.0159817656033963,-0.11205577817604488
2015-07-06,2015-06-30,2015-07-06,311,0.7441860465116279,0.7057220580506495,0.03846398846097843,0.5116279069767442,0.38978654169053684,0.41332037726209503,0.2286798212273168,0.27910859243239305,288,110,99,497,3998.54,-0.04604740489794945,0.026142658733839187,0.016643783192035154,-0.06269118808998461
2015-07-13,2015-07-07,2015-07-13,312,0.6751188589540412,0.7238084809867605,-0.048689622032719315,0.6497622820919176,0.49341111381641317,0.8019193785463271,0.09773518005690404,0.16463666194694745,426,105,205,736,4211.81,0.053336967993317774,0.03272717956242928,0.01633865134521832,0.03699831664809945
2015-07-20,2015-07-14,2015-07-20,313,0.7233644859813084,0.7190181760014048,0.004346309979903595,0.5532710280373832,0.04404465589678462,0.5304706176785741,0.020680260077777034,0.2606215064217135,387,122,148,657,4160.61,-0.01215629384991268,0.8152465805336468,-0.019923909925998337,0.007767616076085657
2015-07-27,2015-07-21,2015-07-27,314,0.7703349282296651,0.731869879507314,0.038465048722351125,0.4593301435406698,0.3897972861720711,0.26619654495234013,0.2860345953612672,0.17975976052996584,322,94,96,512,3818.73,-0.08217064324702383,0.2286798212273168,0.007258052620368164,-0.089428695867392
2015-08-03,2015-07-28,2015-08-03,315,0.789010989010989,0.7282510799191606,0.06075990909182838,0.42197802197802203,0.6157290438655864,0.16111772497729862,0.5165241811155158,0.1281717067128793,359,95,96,550,3829.24,0.002752223906900886,0.09773518005690404,0.013326129741122164,-0.010573905834221279
2015-08-10,2015-08-04,2015-08-10,316,0.8135198135198135,0.739457315544001,0.07406249797581255,0.372960372960373,0.7505348797679006,0.02322149576080222,0.7331063372390361,0.02013886097186474,349,121,80,550,4084.36,0.066624186522652,0.020680260077777034,0.01689691501944725,0.04972727150320476
2015-08-17,2015-08-11,2015-08-17,317,0.7725,0.774057554185444,-0.00155755418544401,0.45499999999999996,0.01578394970806931,0.25401500466652294,0.01177458964931792,0.11671113714857838,309,148,91,548,4077.87,-0.001588988238059419,0.2860345953612672,0.004600187513576175,-0.006189175751635594
2015-08-24,2015-08-18,2015-08-24,318,0.7758985200845666,0.7863414326901168,-0.010442912605550192,0.4482029598308668,0.1058264353896486,0.23489360190771152,0.08096848280392033,0.09667063577921892,367,147,106,620,3275.53,-0.196754678300191,0.5165241811155158,-0.006080880221507639,-0.19067379807868337
2015-08-31,2015-08-25,2015-08-31,319,0.7506361323155216,0.7877323306538423,-0.037096198338320674,0.49872773536895676,0.37592562390739753,0.37702967265651305,0.23419050898239602,0.10097662726715308,295,146,98,539,3366.54,0.02778481650297815,0.7331063372390361,-0.01611746678656105,0.0439022832895392
2015-09-09,2015-09-01,2015-09-09,320,0.7527352297592997,0.7781386164799754,-0.025403386720675658,0.4945295404814004,0.25743295620850426,0.36521932972673377,0.16341346449246272,0.12084215098389489,344,132,113,589,3399.31,0.009734029597153082,0.01177458964931792,0.017309610754750994,-0.007575581157597912
2015-09-16,2015-09-10,2015-09-16,321,0.7848699763593381,0.762942470539847,0.0219275058194911,0.43026004728132383,0.2222090584794529,0.18441668122038002,0.18123000137756687,0.10808846097643621,332,130,91,553,3309.25,-0.026493611938893435,0.08096848280392033,0.014103111609811482,-0.040596723548704916
2015-09-23,2015-09-17,2015-09-23,322,0.8176470588235294,0.7660349646296816,0.051612094193847824,0.3647058823529412,0.523026875531525,0.0,0.523026875531525,0.0,417,144,93,654,3263.03,-0.013966910931479837,0.23419050898239602,0.007002683038327023,-0.02096959396980686
2015-09-30,2015-09-24,2015-09-30,323,0.7758985200845666,0.7764720993144222,-0.0005735792298555697,0.4482029598308668,0.005812539815462417,0.23489360190771152,0.004447211401976465,0.10917188991631888,367,124,106,597,3202.95,-0.018412334547950993,0.16341346449246272,0.010282546654777135,-0.028694881202728128
2015-10-14,2015-10-08,2015-10-14,324,0.7604562737642585,0.7827876962566834,-0.022331422492424924,0.4790874524714829,0.22630227110179307,0.3217777173591109,0.1534832428734754,0.11179886773832047,400,173,126,699,3406.11,0.06342902636631864,0.18123000137756687,0.009456914396158228,0.053972111970160414
2015-10-21,2015-10-15,2015-10-21,325,0.7442748091603053,0.7847179572579231,-0.04044314809761784,0.5114503816793894,0.40984295864276765,0.4128209638959633,0.24065119340988692,0.10311145743462849,390,170,134,694,3473.25,0.019711635854390952,0.523026875531525,-0.006382220168345849,0.0260938560227368
